,name,asset_ownership_name,latitude,longitude,asset_type,country
531,Lost Pines 1 power project,GENTEX Power Corp,30.1478,-97.2714,oil_and_gas_plant,United States
532,Glow Energy power complex,Glow Energy PCL,12.675773,101.135243,oil_and_gas_plant,Thailand
533,Kayamkulam Gas power plant,NTPC Ltd,9.20719590151621,76.4342253069448,oil_and_gas_plant,India
534,Bibiana III power station,Bangladesh Power Development Board (BPDB),24.6365572,91.6564872,oil_and_gas_plant,Bangladesh
535,Kafr El-Dawar power plant,West Delta Electricity Production Co,31.1293,30.1932,oil_and_gas_plant,Egypt
536,Greenland energy center,JEA,30.159131,-81.51842,oil_and_gas_plant,United States
537,Gibraltar's Rock power station,Shell PLC,36.1297,-5.354,oil_and_gas_plant,United Kingdom
538,Kings Mountain energy center,Carolina Power Partners LLC,35.2025,-81.36306,oil_and_gas_plant,United States
539,HPCL Vizag Refinery power station,Hindustan Petroleum Corp Ltd,17.6885800793577,83.2519433973727,oil_and_gas_plant,India
540,Gordonsville Energy power station,Virginia Electric and Power Co,38.124688,-78.20354,oil_and_gas_plant,United States
541,Bayboro power station,Duke Energy Florida LLC,27.758056,-82.635278,oil_and_gas_plant,
542,Jiangmen Gujing Energy Service Thermal power station,Jiangmen Gujing Energy Service Co Ltd,22.274512,113.093824,oil_and_gas_plant,China
543,Suwannee River power station,Duke Energy Florida LLC,30.376389,-83.18056,oil_and_gas_plant,United States
544,Termini Imerese power station,Enel SpA,37.96801,13.75079,oil_and_gas_plant,Italy
545,Tangshan Jiahua Coal Chemical Co./Ltd. power project,Tangshan Jiahua Coal Chemical Co Ltd,39.250618,119.028807,oil_and_gas_plant,China
546,Nawabganj power station,Dhaka Southern Power Generations Ltd,23.7110164136099,90.1687620945754,oil_and_gas_plant,Bangladesh
547,Manuel Belgrano II power station,AES Argentina Generación SA,-34.184147,-59.006496,oil_and_gas_plant,Argentina
548,Vpower Palembang power station,VPower Group International Holdings Ltd,-2.95736554783421,104.77634917092,oil_and_gas_plant,Indonesia
549,Fort Churchill power station,NV Energy,39.1281,-119.1322,oil_and_gas_plant,United States
550,Guangxi Fangchenggang Shenglong Metallurgical Gas Power Project,Guangxi Shenglong Metallurgical Co Ltd,21.677879,108.409681,oil_and_gas_plant,China
551,Gulf CRN power station,Gulf JP Co Ltd,14.097682,100.572578,oil_and_gas_plant,Thailand
552,Amata (Chonburi) power station,B.Grimm Power PCL,13.4191,101.0272,oil_and_gas_plant,Thailand
553,Hassyan Clean-Coal Power Project,Silk Road Fund,25.2048,55.2708,oil_and_gas_plant,United Arab Emirates
554,Turcas Denizli Doğalgaz S. power station,RWE AG,37.8504,29.4152,oil_and_gas_plant,
555,Gela Biorefinery power station,Eni Rewind SpA,37.0546,14.2769,oil_and_gas_plant,Italy
556,Connaught Bridge power station,TNB Connaught Bridge Sdn Bhd,3.0433,101.4696,oil_and_gas_plant,Malaysia
557,Rades II power station,Nebras Power QPSC,36.799,10.2865,oil_and_gas_plant,Tunisia
558,Richards Bay (Mhlathuze Energy) power station,Mhlathuze Energy,-28.789926,32.063574,oil_and_gas_plant,South Africa
559,Corinth Refinery power station,Motor Oil Hellas,37.9209,23.0726,oil_and_gas_plant,Greece
560,Likhu 4 hydroelectric plant,Bhilwara Energy LTD,27.4444,86.2584,hydro_power_low,Nepal
561,Sendou power station,National Electricity Company of Senegal,14.686988,-17.2139259,oil_and_gas_plant,Senegal
562,Son My I power station,EDF,10.65008,107.68464,oil_and_gas_plant,Viet Nam
563,Redondo Beach generation station,AES Redondo Beach LLC,33.8504,-118.395,oil_and_gas_plant,United States
564,Puerto Cortés power station,Cortés Gas Natural,15.825991,-87.929567,oil_and_gas_plant,Honduras
565,Laeisz La Ensenada power station,Grupo Laeisz,15.78468,-86.65457,oil_and_gas_plant,Honduras
566,Etgal Ashdod power station,Shikun & Binui Energy Ltd,31.8266073091884,34.6485991406995,oil_and_gas_plant,Israel
567,Central de Quileva power plant,Public Electricity Production Co,-12.38199,13.5921,oil_and_gas_plant,Angola
568,Baghabari power station,Bangladesh Power Development Board (BPDB),24.1356805,89.5908393,oil_and_gas_plant,Bangladesh
569,Betano power station,Electricidade de Timor-Leste Empresa Pública,-9.15359623116397,125.735452130322,oil_and_gas_plant,Timor-Leste
570,Sousse C power station,Tunisian Company of Electricity and Gas,35.785913,10.677649,oil_and_gas_plant,Tunisia
571,SPIC Langfang Gas power station,State Power Investment Corp Langfang Thermal Power Co Ltd,39.471088,116.653469,oil_and_gas_plant,China
572,Emilio Portes Gil power station,Comisión Federal de Electricidad EPE,25.982075,-98.062723,oil_and_gas_plant,Mexico
573,Central Jaramijó power station,Corporación Nacional de Electricidad EP,-0.981065,-80.641787,oil_and_gas_plant,Ecuador
574,Ramos cogeneration power station,Iberdrola Generación México,25.59547,-100.888213,oil_and_gas_plant,Mexico
575,Dongo Kundu power station,Kenya Electricity Generating Company PLC,-4.009102,39.564939,oil_and_gas_plant,Kenya
576,Wakayama Joint power station,Wakayama Kyodo Power Co,34.2639163587518,135.063071259607,oil_and_gas_plant,Japan
577,Kribi power station,Globeleq Generation Ltd,3.03390381889288,9.97482223558516,oil_and_gas_plant,Cameroon
578,Huaneng Yangpu Cogen power station,Huaneng Yangpu Thermal Power Co Ltd,19.832144,109.203812,oil_and_gas_plant,
579,Rithala Gas power plant,Tata Power Co Ltd,28.7327,77.1016,oil_and_gas_plant,India
580,Gautami Combined Cycle power plant,GVK Industries Ltd,17.0386,82.1286,oil_and_gas_plant,India
581,Balikpapan Refinery power plant,Balikpapan Refinery,1.57872611117982,114.608756454235,oil_and_gas_plant,Malaysia
582,Dansby power station,City of Bryan - (TX),30.7217,-96.4608,oil_and_gas_plant,United States
583,Ishikawa Uruma power station,Okinawa Electric Power Co Inc,26.4294821654497,127.840339960347,oil_and_gas_plant,Japan
584,Myagdi Khola hydroelectric plant,Serba Dinamik International LTD,28.601,83.3903,hydro_power_low,Nepal
585,Hebei Puyang Iron and Steel Co./Ltd. Gas Power Project,Hebei Puyang Iron and Steel Co Ltd,36.714467,113.917265,oil_and_gas_plant,China
586,Amapá Power I power station,Brazilian Energy Participações SA,-0.062594,-51.204775,oil_and_gas_plant,Brazil
587,Nevada Solar One power station,Acciona Solar Power,35.799798,-114.9817,oil_and_gas_plant,United States
588,Treasure Coast energy center,Florida Municipal Power Agency,27.383889,-80.3775,oil_and_gas_plant,United States
589,Korangi Creek Industrial power station,Korangi Creek Industrial Park,24.8032433365747,67.1020459232991,oil_and_gas_plant,Pakistan
590,Montgomery County power station,Entergy Texas Inc,30.44083,-95.5275,oil_and_gas_plant,United States
591,GECOL power plant 2,General Electricity Company of Libya,32.88645,13.19172,oil_and_gas_plant,Libya
592,Wasit power station,Sharjah Electricity & Water Authority,25.3732,55.4611,oil_and_gas_plant,United Arab Emirates
593,Hebei Xinjin Iron and Steel Co./Ltd. Gas Power Project,Hebei Xinjin Iron and Steel Co Ltd,36.718132,114.215168,oil_and_gas_plant,China
594,Ka Ga power station,Siemens Energy AG,10.703131,107.98916,oil_and_gas_plant,Viet Nam
595,Sarroch power station,Saras SpA,39.0777,9.0162,oil_and_gas_plant,Italy
596,Bekasi power station,PT Bekasi Power,-6.269558,107.159678,oil_and_gas_plant,Indonesia
597,Shady Hills combined cycle facility,Shady Hills Energy Center LLC,28.366667,-82.55833,oil_and_gas_plant,United States
598,Luwuk power station,PT PLN (Persero),-1.325641,122.498276,oil_and_gas_plant,Indonesia
599,CNOOC Zhuhai Gas power station,CNOOC Zhuhai Natural Gas Power Generation Co Ltd,21.92294,113.220772,oil_and_gas_plant,
600,Badigad Khola hydroelectric plant,Liberty Energy CO,28.2912,83.1786,hydro_power_low,Nepal
601,Broadwing Clean energy complex,8 Rivers Capital,39.8496585753772,-88.9510466624394,oil_and_gas_plant,United States
602,Zayzoun CCGT power plant,Public Establishment of Electricity Generation,35.932216,36.633551,oil_and_gas_plant,Syrian Arab Republic
603,Mid-Georgia cogeneration facility,Rockland Capital,32.4856,-83.6039,oil_and_gas_plant,United States
604,Ceredo generating station,Appalachian Power Co,38.3681,-82.5339,oil_and_gas_plant,United States
605,Refinería Hector Lara Sosa power station,Pemex-Transformación Industrial,25.5867,-99.945902,oil_and_gas_plant,Mexico
606,S O Purdom power station,City of Tallahassee - (FL),30.162304,-84.20067,oil_and_gas_plant,United States
607,Az Zour North power plant,Kuwait Authority for Partnership Projects (KAPP),28.7135,48.3806,oil_and_gas_plant,Kuwait
608,Karbala Oil Refinery power plant,Ministry of Oil (Iraq),32.343665,44.095158,oil_and_gas_plant,Iraq
609,Pocheon power station,Pocheon Power Co Ltd,37.9465,127.1689,oil_and_gas_plant,
610,Colorado Bend energy center power station,TotalEnergies SE,29.2878,-96.0683,oil_and_gas_plant,United States
611,Solomon Hub mine power station,Fortescue Ltd,-22.1128867832019,117.882752554722,oil_and_gas_plant,Australia
612,Frias power station,Generación Mediterránea SA,-28.6072,-65.1228,oil_and_gas_plant,Argentina
613,IPP3 ICE power plant,Amman Asia Electric Power Company PSC,31.955219,35.945031,oil_and_gas_plant,Jordan
614,Kanbauk power station,TotalEnergies SE,14.5938207,98.0289885,oil_and_gas_plant,
615,Prosperidade III power station,Imetame Termelétrica Ltda,-12.499615,-38.207336,oil_and_gas_plant,Brazil
616,Huadian Zizhuang Gas power station,Shanghai Huadian Minhang Energy Co Ltd,31.059585,121.357885,oil_and_gas_plant,China
617,Washington County power (GA) station,SEPG Operating Services LLC,33.092239,-82.97999,oil_and_gas_plant,United States
618,Ponta Negra power station,GERA Amazonas,-3.091056,-60.072972,oil_and_gas_plant,Brazil
619,Yanbu 2 power plant,Power and Water Utility Company for Jubail and Yanbu,23.9104,38.3814486327277,oil_and_gas_plant,Saudi Arabia
620,Tanjung Batu power station,PT PLN (Persero),-0.381356,117.051316,oil_and_gas_plant,Indonesia
621,Kelar power station,Tamakaya SpA,-23.035092,-70.339933,oil_and_gas_plant,Chile
622,Mt Stuart power station,Origin Energy Ltd,-19.3377451395867,146.851595361967,oil_and_gas_plant,Australia
623,Yucca power station,Imperial Irrigation District,32.7214,-114.7106,oil_and_gas_plant,United States
624,ACWA LNG power station,ACWA Power Co,21.6125357145186,91.9490293066332,oil_and_gas_plant,Bangladesh
625,Gulf BL power station,Gulf MP Co Ltd,14.252758,100.588845,oil_and_gas_plant,Thailand
626,MARAFIQ Independent Water and power plant,Jubail Water and Power Company,26.896567,49.776874,oil_and_gas_plant,Saudi Arabia
627,Hai-Fu power station,Ever Power IPP Co Ltd,25.1165227,121.2562928,oil_and_gas_plant,"Taiwan, Province of China"
628,Son My II power station,AES Corp,10.655774,107.6467244,oil_and_gas_plant,Viet Nam
629,Liberty power station,Liberty Power Ltd,28.0321419,69.633708,oil_and_gas_plant,Pakistan
630,Plaquemine cogeneration plant,Dow Chemical Co,30.3217,-91.2347,oil_and_gas_plant,United States
631,San Jacinto Steam electric station,NRG Texas Power LLC,29.694838,-95.04062,oil_and_gas_plant,United States
632,Karpowership Richards Bay power station,Karpowership South Africa,-28.79483,32.031704,oil_and_gas_plant,South Africa
633,Guangxi Guigang Iron and Steel Group Co./Ltd. Gas Power Project,Guangxi Guigang Iron and Steel Group Co Ltd,23.088516,109.634057,oil_and_gas_plant,China
634,Pimentel 3 power station,Consorcio Laesa Ltd,19.20378,-70.09403,oil_and_gas_plant,Dominican Republic
635,Lower Likhu hydroelectric plant,Sanima Hydropower,27.3916,86.2266,hydro_power_low,Nepal
636,Surat Thani power station,Electricity Generating Authority of Thailand,9.071442,99.225492,oil_and_gas_plant,Thailand
637,Río Tercero power station,SoEnergy SA,-32.161159,-64.154752,oil_and_gas_plant,Argentina
638,Tangshan Donghua Iron & Steel Enterprise Group Co./Ltd. power project,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,39.470412,118.257758,oil_and_gas_plant,China
639,Oyster Creek Unit VIII power station,Toyota Tsusho Corp,28.9802,-95.342,oil_and_gas_plant,United States
640,Brindisi Nord power station,Enipower SpA,40.6293,18.0033,oil_and_gas_plant,Italy
641,Shangang Group Hanzhong Iron & Steel Co./Ltd. Gas Power Project,Shangang Group Hanzhong Iron & Steel Co Ltd,33.134122,106.661301,oil_and_gas_plant,China
642,El Segundo energy center,El Segundo Energy Center LLC,33.910556,-118.425,oil_and_gas_plant,United States
643,U-50 power station,Petróleo Brasileiro SA,-8.385944,-35.030002,oil_and_gas_plant,Brazil
644,Dongguan Songshanhu power station,China Resources Power (Dongguan) Co Ltd,22.8901447706252,113.880679053918,oil_and_gas_plant,China
645,Banias power plant,Public Establishment of Electricity Generation,35.171559,35.927567,oil_and_gas_plant,Syrian Arab Republic
646,Rudshur power station,Amir Kabir Electricity Generation & Development Co,35.418,50.911,oil_and_gas_plant,"Iran, Islamic Republic of"
647,Hunterstown power plant,Kestrel Acquisition LLC,39.8725,-77.1672,oil_and_gas_plant,United States
648,Orion Power Rupsha power station,Orion Power Ruphsa Ltd,22.7671143078877,89.5848014274776,oil_and_gas_plant,Bangladesh
649,Lower Modi Khola hydroelectric plant,KL Dugar Group,28.2106,84.0017,hydro_power_low,Nepal
650,Gwanggyo CHP power station,Korea District Heating Corp,37.299683,127.057892,oil_and_gas_plant,
651,Huadian Wujiang Gas power station,Jiangsu Huadian Wujiang Thermal Power Co Ltd,30.973956,120.628798,oil_and_gas_plant,China
652,Johnsonville Fossil Plant,Tennessee Valley Authority,36.0278,-87.9861,oil_and_gas_plant,United States
653,Sulbagut 1 Combined Cycle power station,PT PLN (Persero),1.657387,125.088874,oil_and_gas_plant,Indonesia
654,Jizan IGCC power plant,ACWA Power Co,17.338929,42.386941,oil_and_gas_plant,Saudi Arabia
655,Madhumati power plant,North-West Power Generation Co Ltd,22.9346441679131,89.8109764220098,oil_and_gas_plant,Bangladesh
656,Luján power station,Araucaria Energy,-34.557034,-59.03702,oil_and_gas_plant,Argentina
657,Kyaukse (PowerGen) power plant,PowerGen Kyaukse Co Ltd,21.667690945901,96.1529348638521,oil_and_gas_plant,
658,Jorge Luque power station,Generadora Fénix SAPI de CV,19.645741,-99.182501,oil_and_gas_plant,Mexico
659,McDonough Steam Generating Plant,Georgia Power Co,33.8239,-84.4758,oil_and_gas_plant,United States
660,Bethlehem power plant,Calpine Bethlehem LLC,40.6175,-75.3147,oil_and_gas_plant,United States
661,Jaldigad hydroelectric plant,Shangrila Hydropower PVT LTD,28.8292,82.4569,hydro_power_low,Nepal
662,Musandam power plant,Musandam Power Company SAOG,26.056121,56.089118,oil_and_gas_plant,Oman
663,Summit Madanganj power plant,Summit Power Ltd,23.5961839842037,90.5150343442541,oil_and_gas_plant,Bangladesh
664,GNA I power station,BP PLC,-21.837217,-41.041983,oil_and_gas_plant,Brazil
665,Anson County generation facility,North Carolina Electric Membership Corp,34.968651,-79.92174,oil_and_gas_plant,United States
666,Repsol Cartagena Refinery power station,Repsol SA,37.57512,-0.92928,oil_and_gas_plant,Spain
667,Cogeneración Tula power station,Petróleos Mexicanos EPE,20.049765,-99.272495,oil_and_gas_plant,Mexico
668,Vasilikos power station,Electricity Authority of Cyprus,34.727127,33.289861,oil_and_gas_plant,Cyprus
669,Shell Chemical Appalachia power station,Shell Chemical Appalachia LLC,40.671667,-80.33639,oil_and_gas_plant,United States
670,Zinga power station,Kamal Power Ltd,-6.567097,39.018093,oil_and_gas_plant,"Tanzania, United Republic of"
671,Nossa Senhora da Vitória power station,Ponte Nova Energia,-5.074057,-42.797823,oil_and_gas_plant,Brazil
672,Uch power station,UCH-II Power Pvt Ltd,28.582708,68.176209,oil_and_gas_plant,Pakistan
673,Dow St Charles Operations power station,Dow Chemical Co - St Charles,29.9861,-90.4414,oil_and_gas_plant,United States
674,Phu My 4 Thermal power station,EVNGENCO 3 Co,10.604,107.037,oil_and_gas_plant,Viet Nam
675,O Mon Power Complex,Marubeni Corp,10.134916,105.669325,oil_and_gas_plant,Viet Nam
676,Monte Rio power station,Lear Investments SA,18.35137,-70.8325,oil_and_gas_plant,Dominican Republic
677,GNA II power station,BP PLC,-21.838643,-41.015863,oil_and_gas_plant,Brazil
678,Tangshan RUIFENG Steel and Iron (GROUP) Co./Ltd. power project,Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,39.502942,118.278453,oil_and_gas_plant,China
679,Afam (FIPL) power station,First Independent Power Limited (FIPL),4.834987,7.226529,oil_and_gas_plant,Nigeria
680,Bhola power station,Bangladesh Power Development Board (BPDB),22.4792923,90.7109566,oil_and_gas_plant,Bangladesh
681,Victoria C (Roche Caiman) power station,Public Utilities Corp,-4.63232874968704,55.4661944693123,oil_and_gas_plant,Seychelles
682,Manchief Electric generating station,Public Service Company of Colorado,40.217143,-103.685,oil_and_gas_plant,United States
683,Ras Laffan C power plant,Ras Girtas Power Co,25.936944,51.522222,oil_and_gas_plant,Qatar
684,Qeshm (Ghadir) power station,Qeshm Gostar Power Generation Co,26.901076,55.911071,oil_and_gas_plant,"Iran, Islamic Republic of"
685,Engro power station,Engro Powergen Qadirpur Ltd,28.02607,69.364931,oil_and_gas_plant,Pakistan
686,Ramat Hovav power station,Shikun & Binui Energy Ltd,31.1536,34.8146,oil_and_gas_plant,Israel
687,Topaz Generating power station,Topaz II LLC,29.426389,-94.97667,oil_and_gas_plant,United States
688,Ningbo Lvyuan Natural Gas power station,Ningbo Lvyuan Natural Gas Electric Power Co Ltd,29.871568,121.413095,oil_and_gas_plant,China
689,Narayanganj power station,Desh Energy,23.6825736149117,90.5242714601494,oil_and_gas_plant,Bangladesh
690,Palma Gas Thermal power plant,Eni SpA,-10.7737307,40.4693413,oil_and_gas_plant,Mozambique
691,Chalk Point Generating Station,NRG Chalk Point CT,38.5444,-76.6861,oil_and_gas_plant,United States
692,Oita Co-operative power plant,"Oita Cooperative Thermal Power Co.,Inc.",33.2714323170136,131.704086788358,oil_and_gas_plant,
693,Termosolo power station,SeaOne,3.875747,-77.058222,oil_and_gas_plant,
694,Río Bravo III (Lomas del Real) power station,Valia Energía,25.799585,-97.784871,oil_and_gas_plant,Mexico
695,Jebel Ali D Power and Desalination Station,Dubai Electricity and Water Authority PJSC,25.0659,55.1235,oil_and_gas_plant,United Arab Emirates
696,CCC González Ortega power station,Comisión Federal de Electricidad EPE,32.548847,-115.352892,oil_and_gas_plant,Mexico
697,Saif power station,Saif Power Ltd,30.6961864,73.2593633,oil_and_gas_plant,Pakistan
698,CCC Mérida power station,Comisión Federal de Electricidad EPE,20.92715,-89.687894,oil_and_gas_plant,Mexico
699,Yulchon power station,China General Nuclear Power New Energy Holdings Co Ltd,34.913,127.593,oil_and_gas_plant,
700,Snyder power station,Kinder Morgan Production Co LP,32.747058,-100.9547,oil_and_gas_plant,United States
701,Soyo power station,Sonagás,-6.181824,12.325453,oil_and_gas_plant,Angola
702,Ka Ga power station,Energy Capital Vietnam Holdings LLC,10.703131,107.98916,oil_and_gas_plant,Viet Nam
703,Blue Valley Power Plant,City of Independence - (MO),39.0919,-94.3261,oil_and_gas_plant,United States
704,Taha power station,Bades Elektrik Üretim AŞ,37.3118819736532,40.7330169726601,oil_and_gas_plant,
705,Mien Trung power station,Vietnam Oil and Gas Group Co,15.440468,108.618372,oil_and_gas_plant,Viet Nam
706,Palomar Energy power station,San Diego Gas & Electric Co,33.1197,-117.1178,oil_and_gas_plant,United States
707,Jiangsu Huafeng Microfiber Distributed Energy Station,Huafon Microfibre (Jiangsu) Co Ltd,32.03667,121.729948,oil_and_gas_plant,
708,CE&P Imperial Valley 1 power station,California Ethanol & Power LLC,32.912778,-115.5183,oil_and_gas_plant,United States
709,Khabat Thermal Power Plant,Kurdistan's Ministry of Electricity,36.190085,43.988706,oil_and_gas_plant,Iraq
710,Guangdong Chenghai Yixin Distributed Gas power station,Shantou Yixin Gas Distributed Energy Co Ltd,23.5411107650119,116.817172819983,oil_and_gas_plant,China
711,Haripur power station,Electricity Generation Company of Bangladesh (EGCB),23.6804015,90.5213497,oil_and_gas_plant,Bangladesh
712,Henry County power station,Duke Energy Indiana LLC,39.9528,-85.5039,oil_and_gas_plant,United States
713,Gazaria power station (RPCL),Rural Power Co Ltd,23.5093567085758,90.4159334416062,oil_and_gas_plant,Bangladesh
714,Tobata power station,Tobata Co-operative Thermal Power Co Inc,33.926745,130.84764,oil_and_gas_plant,Japan
715,Campina Grande power plant,Bolognesi Energia SA,-7.293046,-35.908664,oil_and_gas_plant,Brazil
716,Roseville energy park,City of Roseville - (CA),38.7928,-121.3811,oil_and_gas_plant,United States
717,Reidsville energy center,Vitis Energy,36.334261,-79.83215,oil_and_gas_plant,United States
718,Georgetown power station,Indiana Municipal Power Agency,39.902556,-86.24405,oil_and_gas_plant,United States
719,Ratchaburi Power (RPCL) power station,Global Power Synergy PCL,13.6068,99.8902,oil_and_gas_plant,Thailand
720,Buin Zahra power plant,Thermal Power Plants Holding Co,35.7654,50.0529,oil_and_gas_plant,"Iran, Islamic Republic of"
721,Diwaniyah power station,Ministry of Electricity (Iraq),31.97951,44.69328,oil_and_gas_plant,Iraq
722,Sherwood H Smith Jr energy complex,Duke Energy Progress LLC,34.8392,-79.7406,oil_and_gas_plant,United States
723,RPCL Gazipur power station,Rural Power Co Ltd,23.9909927219469,90.3443390852241,oil_and_gas_plant,Bangladesh
724,GNA I power station,BP PLC,-21.837217,-41.041983,oil_and_gas_plant,Brazil
725,Bandar Imam power station,Ab Niroo Bandar Imam Co,30.435872,49.108914,oil_and_gas_plant,"Iran, Islamic Republic of"
726,Yongchuan Gangqiao Industry Park Cogen power station,Chongqing Tiantai Thermal Power Co Ltd,29.366667,105.9,oil_and_gas_plant,China
727,AGGREKO Bramhangoan power station,Aggreko,23.6403836784733,90.4580549528123,oil_and_gas_plant,Bangladesh
728,Victoria City power station,Tres Power Victoria LLC,28.7853,-97.0093,oil_and_gas_plant,United States
729,Sabha power plant,General Electricity Company of Libya,27.033885,14.445031,oil_and_gas_plant,Libya
730,Tobruk Thermal power station,General Electricity Company of Libya,32.059544,23.980872,oil_and_gas_plant,Libya
731,Falcondo mine power station,Falconbridge Dominica SA,18.927174,-70.35488,oil_and_gas_plant,Dominican Republic
732,Parnaiba power station,Eneva SA,-4.820569,-44.355006,oil_and_gas_plant,Brazil
733,GNA V power station,BP PLC,-21.842444,-41.026973,oil_and_gas_plant,Brazil
734,Anderson power station,Indiana Municipal Power Agency,40.0529,-85.7389,oil_and_gas_plant,United States
735,Ankerlig power station,Eskom Holdings SOC Ltd,-33.589479,18.461496,oil_and_gas_plant,South Africa
736,Al-Gharraf power plant,Ministry of Oil (Iraq),31.774761,46.061954,oil_and_gas_plant,Iraq
737,Losan Pina power station,PINA SA,39.99519,-2.04026,oil_and_gas_plant,Spain
738,Ichthys LNG power station,Tokyo Gas Co Ltd,-12.513898,130.918349,oil_and_gas_plant,Australia
739,AltaGas Ripon Energy power station,AltaGas Ripon Energy Inc,37.732533,-121.116,oil_and_gas_plant,United States
740,BEP TGLA power station,Brazilian Energy Participações SA,-0.014538,-51.207221,oil_and_gas_plant,Brazil
741,Chunchet Syar Khola hydroelectric plant,Chilime Hydropower CO LTD (CHPCL),28.4576,84.9336,hydro_power_low,Nepal
742,Dibabmba power station,Globeleq Generation Ltd,3.96722873667273,9.81775249375393,oil_and_gas_plant,Cameroon
743,Nusseirat power station,Gaza Power Generating Co,31.4553978,34.3995378,oil_and_gas_plant,
744,Garri 2 Power Plant,Sudanese Thermal Power Generating Co Ltd,16.119496,32.696871,oil_and_gas_plant,Sudan
745,Morgan Creek power station,Luminant Generation Co LLC,32.3358,-100.9156,oil_and_gas_plant,United States
746,Blythe Energy power station,AltaGas Blythe Operations Inc,33.6157,-114.6865,oil_and_gas_plant,United States
747,Agrekko Vridi power station,Aggreko,5.25859208481203,-4.00684414354466,oil_and_gas_plant,
748,Buck Steam Station,Duke Energy Carolinas LLC,35.7133,-80.3767,oil_and_gas_plant,United States
749,Maputo power station,Electricidade de Moçambique EP,-25.9393,32.530062,oil_and_gas_plant,Mozambique
750,Datang Xinyi Gas Thermal power station,China Datang Corp,34.370748,118.297143,oil_and_gas_plant,China
751,Mersin Camis power station,Camiş Elektrik Üretim AŞ,36.814451,34.734962,oil_and_gas_plant,
752,Tainan Jiuwei Nanke power station,Shinfox Energy Co Ltd,23.090809,120.233188,oil_and_gas_plant,"Taiwan, Province of China"
753,Clifton Pier power station,Bahamas Power and Light Ltd,25.004282,-77.540168,oil_and_gas_plant,
754,Al Wajbha GT Power Plant Qatar,Qatar Electricity and Water Company QPSC,25.291669,51.385142,oil_and_gas_plant,Qatar
755,Mansurya power station,Ministry of Electricity (Iraq),34.144823,44.941243,oil_and_gas_plant,Iraq
756,MEPI GT Facility,Kentucky Utilities Co,37.2175,-88.8661,oil_and_gas_plant,United States
757,Columbia energy center (SC),Dominion Energy South Carolina Inc,33.8697,-81.0178,oil_and_gas_plant,United States
758,Condamine power station,QGC Sales QLD Pty Ltd,-26.668049,150.270033,oil_and_gas_plant,Australia
759,CST power station,ArcelorMittal Brasil SA,-20.252287,-40.241924,oil_and_gas_plant,Brazil
760,Kpone Thermal power plant,Volta River Authority,5.734624,0.009259,oil_and_gas_plant,Ghana
761,Ingeniero White thermal power plant,Pampa Energia SA,-38.784889,-62.252908,oil_and_gas_plant,Argentina
762,Upper Chameliya hydroelectric plant,API Power CO PVT LTD,29.7424,80.7818,hydro_power_low,Nepal
763,E.W. Brown Generating Station,Louisville Gas & Electric Co,37.78831,-84.71257,oil_and_gas_plant,United States
764,Campbell Industrial Park power station,Hawaiian Electric Co Inc,21.3025,-158.101667,oil_and_gas_plant,United States
765,Nueces Bay power station,Talen Texas LLC,27.819412,-97.4192,oil_and_gas_plant,United States
766,Pangyo CHP power station,Korea District Heating Corp,37.3918058,127.1033508,oil_and_gas_plant,
767,Indorama Sines power station,Indorama Ventures Portugal PTA,37.98091,-8.82143,oil_and_gas_plant,Portugal
768,Barrow Island LNG power station,Chevron Corp,-20.77708,115.461583,oil_and_gas_plant,Australia
769,Aliveri power station,Public Power Corporation SA,38.3896,24.0524,oil_and_gas_plant,Greece
770,Mid Hongu Khola A hydroelectric plant,Synergy Power Development LTD,27.5249,86.8774,hydro_power_low,Nepal
771,Energy Center Dover power plant,Energy Center Dover LLC,39.149549,-75.54734,oil_and_gas_plant,United States
772,Kourou power station,Electricité de France SA,5.162803,-52.670054,oil_and_gas_plant,France
773,Red Oak power station,Red Oak Power LLC,40.448674,-74.34888,oil_and_gas_plant,United States
774,EPP Santana power station,Evolution Power Partners SA,-0.011704,-51.209738,oil_and_gas_plant,Brazil
775,Tabuk PP2 power plant,Saudi Electricity Co,28.4706907736706,36.519113,oil_and_gas_plant,Saudi Arabia
776,Kilwa power station,Tanzania Electric Supply Company LTD (TANESCO),-8.90899418018163,39.5125005841203,oil_and_gas_plant,"Tanzania, United Republic of"
777,Huaneng Longmen Gas power station,China Huaneng Group Co Ltd Southern Branch,23.689873,114.290326,oil_and_gas_plant,China
778,Syrdarya II power station,EDF,40.242115,69.10543,oil_and_gas_plant,Uzbekistan
779,Louisiana 1 power station,ExxonMobil Corp,30.4922,-91.1864,oil_and_gas_plant,United States
780,Brooklyn Navy Yard cogeneration power station,Energy Investors Fund II LP,40.699357,-73.97639,oil_and_gas_plant,United States
781,Riyadh City-13 power station,Saudi Electricity Co,24.785024,45.621535,oil_and_gas_plant,Saudi Arabia
782,Wuhan Donghu Gas Thermal power station,Hubei Energy Donghu Gas Turbine Thermal Power Co Ltd,30.486157,114.421491,oil_and_gas_plant,China
783,Jack Fusco energy center,Brazos Valley Energy,29.4731,-95.6244,oil_and_gas_plant,United States
784,Freedom power project,Southwestern Electric Cooperative Inc,39.103333,-88.85898,oil_and_gas_plant,United States
